"Draw","Date","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3219","1/12/2016","0","0","7","55534","171","1563","676","216","9453","50","17715","25","166905","10","0","388738","267273","146016","472650","442875","1669050","194927","194927"
"3218","28/11/2016","0","0","3","95203","110","1786","342","314","5133","50","9180","25","96313","10","0","285609","196460","107388","256650","229500","963130","111081","111081"
"3217","24/11/2016","0","0","2","106945","72","2043","268","300","4597","50","7118","25","85564","10","0","213890","147096","80400","229850","177950","855640","97621","97621"
"3216","21/11/2016","1","2455190","5","58714","79","2555","250","441","4735","50","7795","25","92954","10","2455190","293570","201845","110250","236750","194875","929540","105819","105819"
"3215","17/11/2016","0","0","2","111657","85","1807","160","524","3661","50","4813","25","72230","10","0","223314","153595","83840","183050","120325","722300","80951","80951"
"3214","14/11/2016","0","0","5","1639018","285","1647","822","312","16601","50","21610","25","291920","10","0","8195090","469395","256464","830050","540250","2919200","331243","331243"
"3213","10/11/2016","0","0","1","389050","137","1953","321","455","6607","50","8572","25","124996","10","0","389050","267561","146055","330350","214300","1249960","140634","140634"
"3212","7/11/2016","0","0","2","144519","86","2311","252","431","5403","50","7037","25","99517","10","0","289038","198746","108612","270150","175925","995170","112297","112297"
"3211","3/11/2016","0","0","1","518824","77","1974","215","386","4989","50","6123","25","91571","10","0","518824","151998","82990","249450","153075","915710","102976","102976"
"3210","31/10/2016","1","2446298","0","0","111","1845","239","468","5602","50","6951","25","102303","10","2446298","0","204795","111852","280100","173775","1023030","115207","115207"
"3209","27/10/2016","0","0","3","72390","94","1589","253","322","5034","50","7090","25","96125","10","0","217170","149366","81466","251700","177250","961250","108599","108599"
"3208","24/10/2016","2","1249879","2","149412","81","2537","207","542","5806","50","7363","25","111034","10","2499758","298824","205497","112194","290300","184075","1110340","124495","124495"
"3207","20/10/2016","0","0","1","227443","87","1798","222","385","4629","50","6339","25","88697","10","0","227443","156426","85470","231450","158475","886970","99975","99975"
"3206","17/10/2016","2","2375063","8","55505","226","1351","506","330","11944","50","11782","25","205023","10","4750126","444040","305326","166980","597200","294550","2050230","229491","229491"
"3205","13/10/2016","0","0","5","61197","116","1814","355","324","5888","50","9582","25","106541","10","0","305985","210424","115020","294400","239550","1065410","122487","122487"
"3204","10/10/2016","0","0","2","125006","111","1549","216","435","4904","50","5578","25","89897","10","0","250012","171939","93960","245200","139450","898970","100708","100708"
"3203","6/10/2016","0","0","2","4367166","263","1866","704","381","16365","50","21098","25","300785","10","0","8734332","490758","268224","818250","527450","3007850","339217","339217"
"3202","3/10/2016","0","0","3","150131","220","1408","544","311","11232","50","16510","25","193880","10","0","450393","309760","169184","561600","412750","1938800","222389","222389"
"3201","29/9/2016","0","0","2","147340","112","1809","267","414","6566","50","8067","25","113142","10","0","294680","202608","110538","328300","201675","1131420","128156","128156"
"3200","26/9/2016","0","0","2","114821","96","1645","239","361","5196","50","6969","25","97147","10","0","229642","157920","86279","259800","174225","971470","109649","109649"
"3199","22/9/2016","1","7884082","7","100715","284","1707","647","409","14604","50","19165","25","270538","10","7884082","705005","484788","264623","730200","479125","2705380","305246","305246"
"3198","19/9/2016","0","0","4","109012","147","2040","393","417","8348","50","11333","25","153152","10","0","436048","299880","163881","417400","283325","1531520","173377","173377"
"3197","15/9/2016","0","0","1","290015","133","1500","293","372","6930","50","9315","25","117241","10","0","290015","199500","108996","346500","232875","1172410","133913","133913"
"3196","12/9/2016","0","0","1","228748","104","1513","184","467","5151","50","5057","25","88224","10","0","228748","157352","85928","257550","126425","882240","98721","98721"
"3195","8/9/2016","2","2257276","5","83666","315","914","685","230","13638","50","16296","25","211964","10","4514552","418330","287910","157550","681900","407400","2119640","242905","242905"
"3194","5/9/2016","0","0","6","50405","125","1664","439","259","6481","50","12146","25","120018","10","0","302430","208000","113701","324050","303650","1200180","139215","139215"
"3193","1/9/2016","0","0","3","76558","92","1717","488","177","5342","50","13330","25","95227","10","0","229674","157964","86376","267100","333250","952270","114482","114482"
"3192","29/8/2016","1","2635787","2","406709","116","1885","252","474","6202","50","7004","25","113345","10","2635787","813418","218660","119448","310100","175100","1133450","126922","126922"
"3191","25/8/2016","0","0","0","0","108","1509","245","363","6801","50","6497","25","121298","10","0","0","162972","88935","340050","162425","1212980","134949","134949"
"3190","22/8/2016","1","1227949","0","0","98","1814","170","571","4175","50","5700","25","82766","10","1227949","0","177772","97070","208750","142500","827660","92910","92910"
"3189","18/8/2016","0","0","15","591455","373","1391","1045","271","18532","50","26243","25","323321","10","0","8871825","518843","283195","926600","656075","3233210","369529","369529"
"3188","15/8/2016","0","0","3","239685","194","1571","415","401","10584","50","11995","25","176568","10","0","719055","304774","166415","529200","299875","1765680","199759","199759"
"3187","11/8/2016","0","0","0","0","80","2372","183","566","4539","50","6205","25","90726","10","0","0","189760","103578","226950","155125","907260","101733","101733"
"3186","8/8/2016","0","0","3","78419","99","1634","197","448","5042","50","6232","25","94897","10","0","235257","161766","88256","252100","155800","948970","106470","106470"
"3185","4/8/2016","1","2515240","8","36379","86","2327","338","323","6011","50","8548","25","112357","10","2515240","291032","200122","109174","300550","213700","1123570","127349","127349"
"3184","1/8/2016","0","0","2","119250","74","2216","198","452","4076","50","5832","25","79791","10","0","238500","163984","89496","203800","145800","797910","89973","89973"
"3183","28/7/2016","1","4415209","6","118842","210","1371","1028","153","11514","50","25363","25","190113","10","4415209","713052","287910","157284","575700","634075","1901130","228235","228235"
"3182","25/7/2016","0","0","0","0","74","2735","229","482","4809","50","7427","25","93518","10","0","0","202390","110378","240450","185675","935180","106057","106057"
"3181","21/7/2016","0","0","1","216471","66","2255","190","428","4090","50","5618","25","74961","10","0","216471","148830","81320","204500","140450","749610","84926","84926"
"3180","18/7/2016","1","4497222","8","53707","178","1660","458","352","8707","50","10846","25","162687","10","4497222","429656","295480","161216","435350","271150","1626870","182885","182885"
"3179","14/7/2016","0","0","3","94049","83","2338","277","382","5839","50","9333","25","113360","10","0","282147","194054","105814","291950","233325","1133600","128895","128895"
"3178","11/7/2016","0","0","5","46997","68","2376","226","390","4471","50","6619","25","87763","10","0","234985","161568","88140","223550","165475","877630","99152","99152"
"3177","7/7/2016","1","2504631","2","263646","181","1106","223","490","8323","50","6961","25","133488","10","2504631","527292","200186","109270","416150","174025","1334880","149179","149179"
"3176","4/7/2016","0","0","0","0","58","2802","199","446","4026","50","6262","25","78625","10","0","0","162516","88754","201300","156550","786250","89170","89170"
"3175","30/6/2016","1","4428208","1","410601","237","1192","361","427","12100","50","9685","25","191552","10","4428208","410601","282504","154147","605000","242125","1915520","213937","213937"
"3174","27/6/2016","0","0","3","100254","80","2585","225","502","5356","50","6985","25","109529","10","0","300762","206800","112950","267800","174625","1095290","122178","122178"
"3173","23/6/2016","0","0","4","55224","159","956","337","246","8550","50","9241","25","130593","10","0","220896","152004","82902","427500","231025","1305930","148884","148884"
"3172","20/6/2016","2","1238973","6","49592","212","965","281","398","8416","50","8292","25","139837","10","2477946","297552","204580","111838","420800","207300","1398370","157046","157046"
"3171","16/6/2016","0","0","4","56032","79","1951","285","295","4264","50","8084","25","79764","10","0","224128","154129","84075","213200","202100","797640","92480","92480"
"3170","13/6/2016","2","1269404","4","77355","190","1120","478","243","8599","50","9464","25","141393","10","2538808","309420","212800","116154","429950","236600","1413930","160130","160130"
"3169","9/6/2016","0","0","1","225070","78","1984","180","469","4429","50","4649","25","85390","10","0","225070","154752","84420","221450","116225","853900","94727","94727"
"3168","6/6/2016","2","3943722","12","59149","328","1488","1021","261","19205","50","26620","25","317354","10","7887444","709788","488064","266481","960250","665500","3173540","364542","364542"
"3167","2/6/2016","0","0","4","181551","147","1986","355","449","8306","50","9980","25","160178","10","0","726204","291942","159395","415300","249500","1601780","178970","178970"
"3166","30/5/2016","0","0","0","0","119","1743","291","389","6840","50","9215","25","121946","10","0","0","207417","113199","342000","230375","1219460","138411","138411"
"3165","26/5/2016","0","0","2","112263","67","2304","149","566","4186","50","4426","25","81381","10","0","224526","154368","84334","209300","110650","813810","90211","90211"
"3164","23/5/2016","1","2499459","4","76777","206","1025","377","306","9021","50","8098","25","144643","10","2499459","307108","211150","115362","451050","202450","1446430","162350","162350"
"3163","19/5/2016","0","0","5","43820","76","1982","208","395","4348","50","6262","25","84710","10","0","219100","150632","82160","217400","156550","847100","95609","95609"
"3162","16/5/2016","1","8045163","8","91209","255","1968","598","458","13751","50","20354","25","261092","10","8045163","729672","501840","273884","687550","508850","2610920","296059","296059"
"3161","12/5/2016","0","0","1","421333","169","1714","323","490","7487","50","9891","25","141934","10","0","421333","289666","158270","374350","247275","1419340","159805","159805"
"3160","9/5/2016","0","0","3","103092","96","2215","244","476","6121","50","7075","25","112758","10","0","309276","212640","116144","306050","176875","1127580","126297","126297"
"3159","5/5/2016","0","0","2","116721","98","1638","227","386","4916","50","5451","25","82815","10","0","233442","160524","87622","245800","136275","828150","93509","93509"
"3158","2/5/2016","5","222182","4","58469","481","335","417","211","15579","50","7733","25","169778","10","1110910","233876","161135","87987","778950","193325","1697780","193997","193997"
"3157","28/4/2016","1","4661193","2","215039","176","1680","374","432","8061","50","12270","25","151977","10","4661193","430078","295680","161568","403050","306750","1519770","172861","172861"
"3156","25/4/2016","0","0","1","784069","106","2076","308","390","6565","50","9460","25","132331","10","0","784069","220056","120120","328250","236500","1323310","148771","148771"
"3155","21/4/2016","0","0","0","0","81","1964","166","523","3833","50","5047","25","73790","10","0","0","159084","86818","191650","126175","737900","82917","82917"
"3154","18/4/2016","1","1105998","0","0","79","2027","180","486","4773","50","5427","25","92072","10","1105998","0","160133","87480","238650","135675","920720","102532","102532"
"3153","14/4/2016","4","1967861","9","76065","283","1664","738","348","15956","50","20739","25","287318","10","7871444","684585","470912","256824","797800","518475","2873180","325047","325047"
"3152","11/4/2016","0","0","5","87364","202","1487","413","397","9784","50","11373","25","179126","10","0","436820","300374","163961","489200","284325","1791260","200903","200903"
"3151","7/4/2016","0","0","3","97561","95","2119","249","441","4651","50","8395","25","99123","10","0","292683","201305","109809","232550","209875","991230","112516","112516"
"3150","4/4/2016","0","0","3","81023","98","1706","273","334","4794","50","7684","25","87544","10","0","243069","167188","91182","239700","192100","875440","100396","100396"
"3149","31/3/2016","1","2612507","1","303923","103","2029","260","439","5575","50","7137","25","107200","10","2612507","303923","208987","114140","278750","178425","1072000","120277","120277"
"3148","28/3/2016","0","0","4","61520","166","1020","361","256","7258","50","9321","25","118919","10","0","246080","169320","92416","362900","233025","1189190","136029","136029"
"3147","24/3/2016","1","2656339","2","151622","100","2085","270","422","6184","50","8207","25","116831","10","2656339","303244","208500","113940","309200","205175","1168310","131595","131595"
"3146","21/3/2016","0","0","2","127994","103","1709","272","353","4769","50","8572","25","89835","10","0","255988","176027","96016","238450","214300","898350","103553","103553"
"3145","17/3/2016","1","1159310","9","27119","133","1262","578","159","6374","50","12752","25","106305","10","1159310","244071","167846","91902","318700","318800","1063050","126152","126152"
"3144","14/3/2016","4","2163551","8","94675","296","1760","885","321","17179","50","24257","25","307158","10","8654204","757400","520960","284085","858950","606425","3071580","349787","349787"
"3143","10/3/2016","0","0","2","228128","132","2377","387","443","7974","50","11974","25","150313","10","0","456256","313764","171441","398700","299350","1503130","170782","170782"
"3142","7/3/2016","0","0","3","115253","107","2222","334","389","6596","50","10062","25","127981","10","0","345759","237754","129926","329800","251550","1279810","145083","145083"
"3141","3/3/2016","0","0","2","131264","120","1505","297","332","5953","50","8712","25","99836","10","0","262528","180600","98604","297650","217800","998360","114920","114920"
"3140","29/2/2016","3","1818836","3","175685","271","1338","664","298","12712","50","19848","25","233894","10","5456508","527055","362598","197872","635600","496200","2338940","267395","267395"
"3139","25/2/2016","0","0","2","168267","114","2030","280","451","6788","50","8908","25","127490","10","0","336534","231420","126280","339400","222700","1274900","143582","143582"
"3138","22/2/2016","0","0","4","71289","89","2203","230","465","5313","50","6467","25","101494","10","0","285156","196067","106950","265650","161675","1014940","113597","113597"
"3137","19/2/2016","2","6971841","20","122838","936","1805","2542","363","53319","50","71812","25","964183","10","13943682","2456760","1689480","922746","2665950","1795300","9641830","1092814","1092814"
"3136","15/2/2016","0","0","3","136081","129","2176","341","449","7186","50","10004","25","142204","10","0","408243","280704","153109","359300","250100","1422040","159867","159867"
"3135","11/2/2016","1","9545480","10","89225","360","1704","999","335","18318","50","24852","25","338822","10","9545480","892250","613440","334665","915900","621300","3388220","383362","383362"
"3134","8/2/2016","0","0","9","56127","212","1639","535","355","10250","50","16438","25","188575","10","0","505143","347468","189925","512500","410950","1885750","216019","216019"
"3133","4/2/2016","0","0","4","86892","92","2598","371","352","5770","50","9435","25","114911","10","0","347568","239016","130592","288500","235875","1149110","130583","130583"
"3132","1/2/2016","0","0","4","66156","218","835","621","160","8935","50","14566","25","134191","10","0","264624","182030","99360","446750","364150","1341910","158535","158535"
"3131","28/1/2016","1","4969571","3","267984","158","2055","395","449","8582","50","11648","25","162308","10","4969571","803952","324690","177355","429100","291200","1623080","183095","183095"
"3130","25/1/2016","0","0","0","0","106","2152","237","525","5765","50","7385","25","110315","10","0","0","228112","124425","288250","184625","1103150","123808","123808"
"3129","21/1/2016","0","0","6","40380","92","1811","297","306","4822","50","7400","25","90849","10","0","242280","166612","90882","241100","185000","908490","103466","103466"
"3128","18/1/2016","1","2814695","5","66966","108","2132","297","423","5845","50","8262","25","110335","10","2814695","334830","230256","125631","292250","206550","1103350","124853","124853"
"3127","14/1/2016","0","0","2","128870","236","751","404","240","9048","50","10207","25","132014","10","0","257740","177236","96960","452400","255175","1320140","151911","151911"
"3126","11/1/2016","0","0","2","4559710","300","1732","643","441","14594","50","20967","25","273872","10","0","9119420","519600","283563","729700","524175","2738720","310378","310378"
"3125","7/1/2016","0","0","5","88259","212","1432","547","303","11876","50","14203","25","206662","10","0","441295","303584","165741","593800","355075","2066620","233505","233505"
"3124","4/1/2016","0","0","2","281992","124","1748","261","453","7530","50","8103","25","135097","10","0","563984","216752","118233","376500","202575","1350970","151117","151117"
"3123","31/12/2015","0","0","0","0","81","2113","205","456","5103","50","6201","25","99270","10","0","0","171153","93480","255150","155025","992700","110860","110860"
"3122","28/12/2015","1","4534221","3","139582","179","1609","354","444","8711","50","11578","25","162008","10","4534221","418746","288011","157176","435550","289450","1620080","182834","182834"
"3121","24/12/2015","0","0","4","73997","84","2423","230","483","5172","50","6936","25","103336","10","0","295988","203532","111090","258600","173400","1033360","115762","115762"
"3120","21/12/2015","0","0","1","239840","79","2088","275","328","4924","50","7942","25","91061","10","0","239840","164952","90200","246200","198550","910610","104282","104282"
"3119","17/12/2015","1","1091584","8","28726","143","1105","345","250","7302","50","9567","25","116162","10","1091584","229808","158015","86250","365100","239175","1161620","133528","133528"
"3118","14/12/2015","1","4617220","5","86632","204","1460","479","340","9359","50","12431","25","168039","10","4617220","433160","297840","162860","467950","310775","1680390","190518","190518"
"3117","10/12/2015","0","0","5","107778","91","2250","266","420","5551","50","7970","25","111735","10","0","538890","204750","111720","277550","199250","1117350","125618","125618"
"3116","7/12/2015","0","0","0","0","72","2303","208","435","4276","50","6268","25","80495","10","0","0","165816","90480","213800","156700","804950","91319","91319"
"3115","3/12/2015","2","3859582","1","651039","219","2044","500","489","11506","50","15370","25","212738","10","7719164","651039","447636","244500","575300","384250","2127380","240336","240336"
"3114","30/11/2015","0","0","4","111652","143","2148","369","454","7637","50","10732","25","145098","10","0","446608","307164","167526","381850","268300","1450980","163983","163983"
"3113","26/11/2015","0","0","1","290744","87","2298","208","525","4811","50","6238","25","91216","10","0","290744","199926","109200","240550","155950","912160","102561","102561"
"3112","23/11/2015","0","0","3","78901","76","2142","206","431","3953","50","5215","25","75188","10","0","236703","162792","88786","197650","130375","751880","84641","84641"
"3111","19/11/2015","1","4590360","7","59782","78","3689","430","365","6964","50","14071","25","140644","10","4590360","418474","287742","156950","348200","351775","1406440","162195","162195"
"3110","16/11/2015","0","0","1","306509","106","1988","217","530","5346","50","6914","25","105131","10","0","306509","210728","115010","267300","172850","1051310","117715","117715"
"3109","12/11/2015","0","0","8","30177","169","983","848","107","9947","50","17585","25","146422","10","0","241416","166127","90736","497350","439625","1464220","174979","174979"
"3108","9/11/2015","0","0","3","2697280","203","2254","548","456","11458","50","16210","25","216817","10","0","8091840","457562","249888","572900","405250","2168170","245239","245239"
"3107","5/11/2015","0","0","5","78316","152","1772","505","291","7125","50","12571","25","135404","10","0","391580","269344","146955","356250","314275","1354040","155762","155762"
"3106","2/11/2015","0","0","3","168872","125","1612","248","444","5905","50","7681","25","109066","10","0","506616","201500","110112","295250","192025","1090660","123028","123028"
"3105","29/10/2015","0","0","0","0","96","1530","209","384","5473","50","5360","25","96049","10","0","0","146880","80256","273650","134000","960490","107187","107187"
"3104","26/10/2015","1","2373626","3","95096","99","1982","387","277","5882","50","11467","25","98078","10","2373626","285288","196218","107199","294100","286675","980780","115917","115917"
"3103","22/10/2015","0","0","4","53607","87","1695","181","445","4036","50","5549","25","78372","10","0","214428","147465","80545","201800","138725","783720","88229","88229"
"3102","19/10/2015","1","4401337","3","141282","162","1799","364","437","8972","50","9721","25","161532","10","4401337","423846","291438","159068","448600","243025","1615320","180755","180755"
"3101","15/10/2015","0","0","1","273589","98","1920","294","349","6329","50","8290","25","113563","10","0","273589","188160","102606","316450","207250","1135630","128575","128575"
"3100","12/10/2015","0","0","3","76388","82","1922","258","334","4572","50","7158","25","86792","10","0","229164","157604","86172","228600","178950","867920","98865","98865"
"3099","8/10/2015","1","1051401","5","44270","182","837","413","201","8761","50","8384","25","121610","10","1051401","221350","152334","83013","438050","209600","1216100","139356","139356"
"3098","5/10/2015","1","1096179","1","625091","153","1037","440","197","7557","50","10048","25","119620","10","1096179","625091","158661","86680","377850","251200","1196200","137820","137820"
"3097","1/10/2015","1","4241221","0","0","171","1586","332","446","8986","50","8957","25","162573","10","4241221","0","271206","148072","449300","223925","1625730","181020","181020"
"3096","28/9/2015","0","0","2","143043","90","2186","211","509","4535","50","6326","25","86854","10","0","286086","196740","107399","226750","158150","868540","98018","98018"
"3095","24/9/2015","0","0","5","42498","99","1476","309","258","4445","50","7724","25","81760","10","0","212490","146124","79722","222250","193100","817600","94342","94342"
"3094","21/9/2015","4","1077108","6","69317","442","647","758","206","18152","50","17136","25","254025","10","4308432","415902","285974","156148","907600","428400","2540250","290523","290523"
"3093","17/9/2015","0","0","2","132440","97","1878","387","257","6290","50","10754","25","112267","10","0","264880","182166","99459","314500","268850","1122670","129797","129797"
"3092","14/9/2015","0","0","1","226260","122","1276","173","491","6192","50","4854","25","106713","10","0","226260","155672","84943","309600","121350","1067130","118055","118055"
"3091","10/9/2015","1","1057094","2","111274","92","1664","199","420","4016","50","5675","25","71501","10","1057094","222548","153088","83580","200800","141875","715010","81486","81486"
"3090","7/9/2015","1","2501485","2","148898","201","1019","342","327","8958","50","10650","25","146499","10","2501485","297796","204819","111834","447900","266250","1464990","166653","166653"
"3089","3/9/2015","0","0","3","76278","145","1085","525","164","6718","50","13944","25","111294","10","0","228834","157325","86100","335900","348600","1112940","132629","132629"
"3088","31/8/2015","2","1256952","4","76767","338","625","636","182","14766","50","14504","25","203399","10","2513904","307068","211250","115752","738300","362600","2033990","233649","233649"
"3087","27/8/2015","0","0","1","222179","72","2122","216","386","4059","50","7868","25","78617","10","0","222179","152784","83376","202950","196700","786170","90833","90833"
"3086","24/8/2015","1","7281576","8","80449","423","1047","848","285","20940","50","20230","25","342106","10","7281576","643592","442881","241680","1047000","505750","3421060","384556","384556"
"3085","20/8/2015","0","0","5","78397","145","1859","409","360","8614","50","11352","25","150137","10","0","391985","269555","147240","430700","283800","1501370","170662","170662"
"3084","17/8/2015","0","0","3","93759","116","1668","305","346","6636","50","7945","25","118818","10","0","281277","193488","105530","331800","198625","1188180","133823","133823"
"3083","13/8/2015","0","0","1","216117","91","1633","251","323","5102","50","6992","25","93469","10","0","216117","148603","81073","255100","174800","934690","105906","105906"
"3082","10/8/2015","1","2314529","6","45610","154","1222","583","177","8688","50","14743","25","147388","10","2314529","273660","188188","103191","434400","368575","1473880","171563","171563"
"3081","6/8/2015","0","0","7","30516","83","1770","443","181","4651","50","11694","25","82727","10","0","213612","146910","80183","232550","292350","827270","99605","99605"
"3080","3/8/2015","4","1062436","4","102618","136","2075","345","447","8420","50","9541","25","153737","10","4249744","410472","282200","154215","421000","238525","1537370","172187","172187"
"3079","30/7/2015","0","0","3","90675","110","1701","423","242","5737","50","10889","25","101859","10","0","272025","187110","102366","286850","272225","1018590","119021","119021"
"3078","27/7/2015","0","0","2","106095","73","1999","160","498","4169","50","4857","25","77396","10","0","212190","145927","79680","208450","121425","773960","86657","86657"
"3077","23/7/2015","1","4098115","3","126857","168","1558","305","468","7979","50","8598","25","142178","10","4098115","380571","261744","142740","398950","214950","1421780","159232","159232"
"3076","20/7/2015","0","0","1","271186","95","1963","298","342","5232","50","8311","25","97187","10","0","271186","186485","101916","261600","207775","971870","111124","111124"
"3075","16/7/2015","0","0","3","70336","65","2232","347","229","3186","50","5262","25","66436","10","0","211008","145080","79463","159300","131550","664360","75299","75299"
"3074","13/7/2015","1","1045633","1","220134","77","1966","149","555","3948","50","5020","25","67143","10","1045633","220134","151382","82695","197400","125500","671430","76339","76339"
"3073","9/7/2015","1","1040297","1","219010","104","1448","171","481","5065","50","4883","25","86773","10","1040297","219010","150592","82251","253250","122075","867730","96998","96998"
"3072","6/7/2015","2","2138108","6","70080","288","1004","630","251","13264","50","14497","25","213821","10","4276216","420480","289152","158130","663200","362425","2138210","242508","242508"
"3071","2/7/2015","0","0","6","44563","161","1142","553","182","8147","50","13755","25","129542","10","0","267378","183862","100646","407350","343875","1295420","152164","152164"
"3070","29/6/2015","0","0","3","70802","101","1446","273","292","4661","50","8351","25","83093","10","0","212406","146046","79716","233050","208775","830930","96482","96482"
"3069","25/6/2015","1","2263956","1","263709","91","1993","236","420","4751","50","6530","25","87573","10","2263956","263709","181363","99120","237550","163250","875730","99183","99183"
"3068","22/6/2015","0","0","3","70972","66","2218","207","386","3860","50","6493","25","73614","10","0","212916","146388","79902","193000","162325","736140","84243","84243"
"3067","18/6/2015","2","1174123","6","82395","112","1701","324","321","4890","50","9968","25","93687","10","2348246","494370","190512","104004","244500","249200","936870","108989","108989"
"3066","15/6/2015","0","0","0","0","70","2136","205","398","4646","50","6147","25","87875","10","0","0","149520","81590","232300","153675","878750","98943","98943"
"3065","11/6/2015","2","3505578","4","145115","228","1751","534","408","12539","50","15185","25","237223","10","7011156","580460","399228","217872","626950","379625","2372230","265715","265715"
"3064","8/6/2015","0","0","6","68864","142","2001","322","482","7109","50","8925","25","132985","10","0","413184","284142","155204","355450","223125","1329850","149489","149489"
"3063","4/6/2015","0","0","10","26182","179","1006","515","191","8715","50","10468","25","133142","10","0","261820","180074","98365","435750","261700","1331420","153029","153029"
"3062","1/6/2015","0","0","5","44115","117","1297","289","287","5297","50","7572","25","96223","10","0","220575","151749","82943","264850","189300","962230","109503","109503"
"3061","28/5/2015","1","2265623","5","52107","119","1506","416","235","6983","50","10672","25","116935","10","2265623","260535","179214","97760","349150","266800","1169350","135131","135131"
"3060","25/5/2015","0","0","3","72148","76","1958","236","344","4565","50","6453","25","79589","10","0","216444","148808","81184","228250","161325","795890","90922","90922"
"3059","21/5/2015","1","2291593","1","263097","89","2033","237","417","4878","50","7852","25","91535","10","2291593","263097","180937","98829","243900","196300","915350","104593","104593"
"3058","18/5/2015","0","0","1","219345","60","2514","182","452","3985","50","5508","25","74126","10","0","219345","150840","82264","199250","137700","741260","83862","83862"
"3057","14/5/2015","1","2325270","4","66694","92","1994","233","430","5023","50","7145","25","94754","10","2325270","266776","183448","100190","251150","178625","947540","107252","107252"
"3056","11/5/2015","0","0","4","55689","188","815","378","221","7933","50","9345","25","129159","10","0","222756","153220","83538","396650","233625","1291590","147007","147007"
"3055","7/5/2015","1","1037428","2","109203","89","1688","234","350","5142","50","7018","25","90982","10","1037428","218406","150232","81900","257100","175450","909820","103468","103468"
"3054","4/5/2015","1","2433920","4","73104","154","1306","347","316","8212","50","8471","25","134909","10","2433920","292416","201124","109652","410600","211775","1349090","152098","152098"
"3053","30/4/2015","0","0","2","109996","58","2608","178","464","4414","50","5552","25","71746","10","0","219992","151264","82592","220700","138800","717460","81950","81950"
"3052","27/4/2015","1","4401912","2","205526","127","2226","372","415","7214","50","11048","25","136103","10","4401912","411052","282702","154380","360700","276200","1361030","154867","154867"
"3051","23/4/2015","0","0","3","94306","134","1452","297","358","6796","50","7206","25","124593","10","0","282918","194568","106326","339800","180150","1245930","139029","139029"
"3050","20/4/2015","0","0","8","29095","162","988","659","133","7363","50","13162","25","109434","10","0","232760","160056","87647","368150","329050","1094340","130788","130788"
"3049","16/4/2015","1","2574194","2","149212","86","2386","279","402","5352","50","8390","25","107929","10","2574194","298424","205196","112158","267600","209750","1079290","122039","122039"
"3048","13/4/2015","0","0","6","40586","75","2233","240","381","4717","50","7463","25","89603","10","0","243516","167475","91440","235850","186575","896030","102104","102104"
"3047","9/4/2015","3","2452072","4","141451","271","1436","566","375","13089","50","16157","25","230814","10","7356216","565804","389156","212250","654450","403925","2308140","260904","260904"
"3046","6/4/2015","0","0","8","52378","152","1896","414","380","7671","50","10421","25","147875","10","0","419024","288192","157320","383550","260525","1478750","166541","166541"
"3045","2/4/2015","0","0","6","51284","110","1924","412","281","6035","50","10186","25","112731","10","0","307704","211640","115772","301750","254650","1127310","129480","129480"
"3044","30/3/2015","0","0","1","256151","95","1854","224","429","4621","50","7007","25","89459","10","0","256151","176130","96096","231050","175175","894590","101407","101407"
"3043","26/3/2015","0","0","2","4043670","186","2047","406","512","9696","50","12569","25","185469","10","0","8087340","380742","207872","484800","314225","1854690","208328","208328"
"3042","23/3/2015","0","0","6","129415","169","1902","484","363","10739","50","12405","25","202794","10","0","776490","321438","175692","536950","310125","2027940","226597","226597"
"3041","19/3/2015","0","0","0","0","101","2105","221","525","6289","50","6983","25","117351","10","0","0","212605","116025","314450","174575","1173510","130945","130945"
"3040","16/3/2015","0","0","6","42657","102","1726","279","344","5203","50","7060","25","96084","10","0","255942","176052","95976","260150","176500","960840","108734","108734"
"3039","12/3/2015","1","8042310","5","126322","211","2058","650","365","12045","50","18097","25","225594","10","8042310","631610","434238","237250","602250","452425","2255940","256603","256603"
"3038","9/3/2015","0","0","4","117269","214","1507","615","287","10624","50","16929","25","174678","10","0","469076","322498","176505","531200","423225","1746780","203064","203064"
"3037","5/3/2015","0","0","1","340846","107","2191","382","335","7323","50","11078","25","142215","10","0","340846","234437","127970","366150","276950","1422150","161106","161106"
"3036","2/3/2015","0","0","4","62897","150","1154","368","257","6909","50","9702","25","113721","10","0","251588","173100","94576","345450","242550","1137210","130854","130854"
"3035","27/2/2015","2","6033861","14","122673","699","1690","1621","398","36111","50","47580","25","657272","10","12067722","1717422","1181310","645158","1805550","1189500","6572720","743299","743299"
"3034","23/2/2015","3","539834","2","304973","199","1178","398","322","9571","50","11420","25","161539","10","1619502","609946","234422","128156","478550","285500","1615390","183132","183132"
"3033","19/2/2015","1","1277739","0","0","104","1779","233","433","4942","50","6869","25","93260","10","1277739","0","185016","100889","247100","171725","932600","105409","105409"
"3032","16/2/2015","2","3779120","6","106861","241","1830","571","422","12199","50","17348","25","225702","10","7558240","641166","441030","240962","609950","433700","2257020","256069","256069"
